1.05, 1.35e-39
1.54, 1.34e-39
1.54, 1.35e-39
2.01, 1.34e-39
2.03, 1.29e-39
2.52, 1.28e-39
2.54, 1.12e-39
3.01, 1.12e-39
3.06, 1.00e-39
3.53, 9.91e-40
3.54, 8.66e-40
4.02, 8.61e-40
4.03, 6.64e-40
4.51, 6.59e-40
4.53, 5.71e-40
5.01, 5.66e-40
5.05, 4.20e-40
6.00, 4.18e-40
6.03, 2.39e-40
7.52, 2.32e-40
7.53, 9.36e-41
10.0, 8.90e-41
