0.000714, 3.84e-39
0.00581, 4.34e-39
0.0143, 4.90e-39
0.0252, 5.54e-39
0.0364, 6.15e-39
0.0486, 6.70e-39
0.0619, 7.23e-39
0.0771, 7.77e-39
0.110, 8.18e-39
0.151, 8.02e-39
0.192, 7.88e-39
0.233, 7.68e-39
0.273, 7.45e-39
0.314, 7.18e-39
0.355, 6.93e-39
0.396, 6.67e-39
0.436, 6.37e-39
0.477, 6.08e-39
0.518, 5.81e-39
0.559, 5.56e-39
0.599, 5.31e-39
0.640, 5.06e-39
0.681, 4.81e-39
0.722, 4.57e-39
0.762, 4.35e-39
0.803, 4.13e-39
0.844, 3.94e-39
0.885, 3.74e-39
0.925, 3.54e-39
0.966, 3.35e-39
1.01, 3.17e-39
1.05, 3.00e-39
1.09, 2.85e-39
1.13, 2.71e-39
1.17, 2.57e-39
1.21, 2.45e-39
1.25, 2.32e-39
1.29, 2.21e-39
1.33, 2.09e-39
1.37, 1.98e-39
1.41, 1.88e-39
1.46, 1.80e-39
1.50, 1.71e-39
1.54, 1.63e-39
1.58, 1.55e-39
1.62, 1.48e-39
1.66, 1.42e-39
1.70, 1.36e-39
1.74, 1.30e-39
1.79, 1.22e-39
1.82, 1.17e-39
1.86, 1.11e-39
1.90, 1.05e-39
1.93, 1.10e-39
