0.048962, 4.1395e-40
0.057674, 6.0946e-40
0.065586, 7.7751e-40
0.073489, 9.3611e-40
0.081387, 1.0872e-39
0.089283, 1.2363e-39
0.097169, 1.3741e-39
0.10505, 1.5044e-39
0.11293, 1.6334e-39
0.12081, 1.7719e-39
0.12871, 1.9161e-39
0.13952, 2.0657e-39
0.15229, 2.2425e-39
0.16601, 2.3916e-39
0.18745, 2.4785e-39
0.21265, 2.4080e-39
0.23625, 2.2958e-39
0.25715, 2.1987e-39
0.27842, 2.0921e-39
0.30164, 1.9809e-39
0.32485, 1.8698e-39
0.34808, 1.7724e-39
0.37325, 1.6736e-39
0.39906, 1.5771e-39
0.42746, 1.4677e-39
0.45263, 1.3654e-39
0.47779, 1.2630e-39
0.50296, 1.1644e-39
0.52814, 1.0789e-39
0.55527, 1.0092e-39
0.58241, 9.3866e-40
0.60954, 8.7025e-40
0.63669, 8.1049e-40
0.66384, 7.5828e-40
0.69099, 7.0715e-40
0.71814, 6.6142e-40
0.74530, 6.1893e-40
0.77247, 5.8291e-40
0.79963, 5.4150e-40
0.82679, 5.1089e-40
0.85396, 4.7811e-40
0.89665, 4.2676e-40
0.92382, 4.0047e-40
0.95099, 3.7309e-40
0.97817, 3.4788e-40
1.0053, 3.2266e-40
1.0325, 2.9960e-40
1.0597, 2.8194e-40
1.0869, 2.6105e-40
1.1140, 2.4555e-40
1.1412, 2.2789e-40
1.1684, 2.1779e-40
1.1956, 2.0553e-40
1.2228, 1.9327e-40
1.2422, 1.8148e-40
