2.1322, 1.0207
2.3647, 1.0235
2.6692, 1.0241
2.9272, 1.0275
3.1387, 1.0408
3.3653, 1.0422
3.6916, 1.0426
3.9308, 1.0437
4.1701, 1.0485
4.4093, 1.0485
4.6486, 1.0485
4.9029, 1.0509
5.1121, 1.0642
5.3447, 1.0677
5.5404, 1.0507
5.6927, 1.0677
5.9319, 1.0658
6.0639, 1.0364
6.3235, 1.0323
6.5627, 1.0323
6.8020, 1.0323
7.0599, 1.0352
7.2805, 1.0323
7.5198, 1.0323
7.7591, 1.0323
7.9657, 1.0296
8.0183, 1.0021
8.2376, 0.99704
8.4768, 0.99731
8.7161, 0.99717
8.9554, 0.99717
9.1946, 0.99717
9.4339, 0.99724
9.6732, 0.99717
9.9179, 0.99856
10.143, 1.0071
10.391, 1.0087
10.630, 1.0087
10.869, 1.0087
11.109, 1.0087
11.348, 1.0087
11.587, 1.0087
11.827, 1.0087
12.066, 1.0087
12.305, 1.0087
12.544, 1.0087
12.784, 1.0087
13.023, 1.0087
13.262, 1.0087
13.501, 1.0087
13.741, 1.0087
13.980, 1.0086
14.219, 1.0087
14.458, 1.0087
14.698, 1.0087
14.926, 1.0100
15.002, 1.0286
15.089, 1.0486
15.329, 1.0500
15.568, 1.0500
15.807, 1.0500
16.046, 1.0500
16.286, 1.0500
16.525, 1.0500
16.764, 1.0500
17.003, 1.0500
17.243, 1.0500
17.373, 1.0478
17.721, 1.0507
17.964, 1.0492
18.200, 1.0500
18.439, 1.0500
18.678, 1.0500
18.917, 1.0500
19.157, 1.0500
19.396, 1.0500
19.635, 1.0500
