0.013325, 1.0017
0.034019, 1.0054
0.053958, 1.0040
0.073896, 1.0035
0.093835, 1.0022
0.11377, 0.99578
0.13371, 0.99578
0.15365, 0.99578
0.17359, 0.99578
0.19353, 0.99448
0.21347, 0.99545
0.23341, 0.99578
0.25334, 0.99578
0.27328, 0.99578
0.29322, 0.99709
0.31316, 1.0060
0.33310, 1.0065
0.35304, 1.0065
0.37298, 1.0065
0.39292, 1.0063
0.41285, 1.0065
0.43279, 1.0065
0.45273, 1.0065
0.47267, 1.0065
0.48898, 1.0072
0.51436, 1.0071
0.53430, 1.0065
0.55424, 1.0065
0.57418, 1.0065
0.59412, 1.0065
0.61405, 1.0065
0.63399, 1.0065
0.65393, 1.0065
0.67387, 1.0065
0.69381, 1.0031
0.70015, 0.97066
0.70015, 0.94434
0.70015, 0.91802
0.70015, 0.88034
0.71375, 0.86299
0.73369, 0.86299
0.75363, 0.86299
0.77356, 0.86299
0.78988, 0.86367
0.81525, 0.86299
0.83519, 0.86299
0.85513, 0.86299
0.87507, 0.86299
0.89501, 0.86571
0.91495, 0.87376
0.93489, 0.87376
0.95482, 0.87376
0.97476, 0.87376
0.99341, 0.87353
1.0146, 0.87376
1.0346, 0.87376
1.0545, 0.87376
1.0745, 0.87376
1.0950, 0.87786
1.0989, 1.0209
1.0989, 0.99458
1.0989, 0.96827
1.0989, 0.94195
1.0989, 0.91563
1.1053, 1.0526
1.1252, 1.0556
1.1451, 1.0556
1.1651, 1.0556
1.1850, 1.0556
1.2050, 1.0556
1.2249, 1.0556
1.2448, 1.0556
1.2648, 1.0556
1.2847, 1.0556
1.3072, 1.0561
1.3246, 1.0556
1.3445, 1.0556
1.3645, 1.0556
1.3844, 1.0556
1.4044, 1.0556
1.4243, 1.0556
1.4442, 1.0556
1.4642, 1.0556
1.4841, 1.0554
1.4968, 1.0532
